Disponibilité intérieure,Aliments pour animaux,Semences,Pertes,Traitement,Nourriture,Autres utilisations (non alimentaire)
,,,,,,
29.0,,,,,29.0,
54.0,,,1.0,,53.0,
,,,,,,
229.0,,,,,229.0,
33.0,,,,,8.0,26.0
,,,,,,
,,,,,,
4.0,,,,,4.0,
1.0,,,,,1.0,
,,,,,,
9.0,,,1.0,,8.0,
,,,,,,
3.0,,,,,2.0,1.0
7.0,,,,,3.0,3.0
104.0,,,10.0,,94.0,
,,,,,,
3.0,,,,,3.0,
,,,,,,
3.0,,,,,2.0,1.0
,,,,,,
11.0,,,,,11.0,
,,,,,,
,,,,,,
,,,,,,
74.0,,,,,61.0,13.0
13.0,,,,,13.0,
2.0,,,,,2.0,
,,,,,,
44.0,,,2.0,,43.0,
334.0,,,33.0,,300.0,
76.0,,5.0,8.0,,63.0,
3511.0,880.0,,1905.0,,726.0,
41.0,10.0,,3.0,,28.0,
1.0,,,,,1.0,
42.0,2.0,1.0,3.0,,36.0,
,,,,,,
1.0,,,,,1.0,
6.0,,,,,6.0,
15.0,,1.0,2.0,,12.0,
17.0,,,,,17.0,
,,,,,,
,,,,,,
2.0,,,,1.0,,
30.0,,,2.0,28.0,,
225.0,,,68.0,,158.0,
48.0,,,,,48.0,
5.0,,,,,4.0,
,,,,,,
6.0,,,1.0,,5.0,
22.0,,,,,22.0,
6.0,,,,,6.0,
120.0,,,,,120.0,
,,,,,,
,,,,,,
2.0,,,,,2.0,
3.0,,,,,3.0,
,,,,,,
971.0,,43.0,125.0,2.0,629.0,172.0
,,,,,,
,,,,,,
30.0,9.0,1.0,2.0,,18.0,
33.0,,,,,33.0,
,,,,,,
77.0,,,8.0,69.0,,
3.0,,,,,3.0,
,,,,,,
31.0,,,2.0,,29.0,
4.0,,,,,4.0,
12.0,,,,,12.0,
7.0,,,,,7.0,
30.0,,,,,30.0,
11.0,,,,,11.0,
,,,,,,
2.0,,,,,1.0,1.0
8.0,,,,,8.0,
2.0,,,,,2.0,
11.0,,,,,,11.0
2.0,,,,,2.0,
5.0,,,,,5.0,
,,,,,,
6.0,,,,,5.0,
22.0,12.0,3.0,3.0,,5.0,
37.0,,,2.0,,35.0,
8.0,,,,,8.0,
14.0,,,,,14.0,
387.0,,,,,387.0,
1373.0,341.0,100.0,35.0,224.0,674.0,
30.0,,,,,30.0,
16.0,,,,,16.0,
27.0,,,,,27.0,
,,,,,,
13.0,,,1.0,,12.0,
4.0,,,,,4.0,
1.0,,,,,1.0,
8.0,,,,,8.0,
38.0,37.0,1.0,1.0,,,
1.0,,,,,1.0,
87.0,,,,4.0,79.0,4.0
7.0,,,,,7.0,
46.0,,,3.0,1.0,42.0,
,,,,,,
136.0,,,10.0,122.0,4.0,
2.0,2.0,,,,,
48.0,1.0,3.0,3.0,42.0,,
68.0,,,,,67.0,
2.0,,,,,1.0,
9.0,,,,4.0,,5.0
,,,,,,
,,,,,,
2.0,,,,,1.0,
,,,,,,
50.0,,,,,42.0,8.0
3.0,,,,,3.0,
18.0,,,,,,18.0
,,,,,,
5.0,,,,,5.0,
,,,,,,
33.0,,,,,11.0,22.0
,,,,,,
,,,,,,
1012.0,215.0,,3.0,1.0,780.0,13.0
269.0,,,14.0,,256.0,
5.0,2.0,,,,3.0,
,,,,,,
1105.0,541.0,40.0,55.0,216.0,,252.0
6.0,,,,,6.0,
1.0,1.0,,,,,
,,,,,,
,,,,,,
15.0,,,,,15.0,
93.0,,3.0,2.0,,87.0,
33.0,,,2.0,,32.0,
2.0,,,,,2.0,
90.0,,,3.0,,87.0,
137.0,4.0,36.0,6.0,66.0,24.0,
,,,,,,
6.0,,,,,6.0,
,,,,,,
18.0,,,,,18.0,
1.0,,,,,1.0,
,,,,,,
4.0,1.0,,,1.0,1.0,1.0
6.0,3.0,1.0,,,3.0,
11.0,,,,,11.0,
2.0,,,,,2.0,
17.0,1.0,,,,15.0,
1.0,,,,,1.0,
64.0,,,8.0,,56.0,
318.0,2.0,13.0,2.0,18.0,284.0,
,,,,,,
91.0,,,1.0,29.0,62.0,
24.0,8.0,,,,16.0,
76.0,35.0,3.0,4.0,,34.0,
20.0,,,1.0,19.0,,
1.0,,,,,,1.0
215.0,,,,29.0,186.0,
1145.0,,,,1145.0,,
,,,,,,
1.0,,,,,1.0,
46.0,,,4.0,,42.0,
1.0,,,,,1.0,
28.0,,,,,28.0,
173.0,,,,,173.0,
86.0,,,,4.0,82.0,
9.0,,,,,9.0,
69.0,,,,48.0,21.0,
2.0,,,,,2.0,
7.0,,,,,7.0,
4.0,,,,,4.0,
5.0,,,,,,5.0
-2.0,,,,,,
4.0,,,,,3.0,
,,,,,,
1.0,,,,,1.0,
5.0,4.0,,1.0,,1.0,
29.0,,,5.0,,25.0,
,,,,,,
5.0,,,,,5.0,
162.0,,,8.0,,154.0,
302.0,10.0,8.0,56.0,,214.0,14.0
3.0,,,,,3.0,
2.0,,,,,2.0,
13.0,,,,,13.0,
3.0,,,,,3.0,
1.0,,,1.0,,,
2.0,,,,,2.0,
1.0,,,,,1.0,
18.0,,,,,18.0,
25.0,20.0,,1.0,,3.0,
,,,,,,
29.0,,,,,3.0,26.0
8.0,,,,,8.0,
67.0,,,4.0,1.0,64.0,
,,,,,,
6.0,,,,5.0,,
,,,,,,
2.0,,,,,1.0,
13.0,,,,,9.0,5.0
2.0,1.0,,,,2.0,
2.0,,,,,,2.0
,,,,,,
,,,,,,
2.0,,,,,2.0,
1.0,,,,,,1.0
6.0,,,,,,6.0
1.0,,,,,1.0,
7.0,,,,,3.0,3.0
,,,,,,
16.0,,,,,15.0,1.0
,,,,,,
16.0,,,,,7.0,9.0
,,,,,,
,,,,,,
536.0,30.0,,13.0,,487.0,6.0
144.0,,,16.0,,128.0,
,,,,,,
,,,,,,
387.0,246.0,3.0,53.0,17.0,68.0,
3.0,,,,,3.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
10.0,,,,,10.0,
21.0,,2.0,,,19.0,
17.0,,,2.0,,15.0,
3.0,,,,1.0,1.0,
33.0,,,4.0,,30.0,
110.0,57.0,3.0,9.0,37.0,4.0,
,,,,,,
3.0,,,,,2.0,
,,,,,,
5.0,,,,,5.0,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,,1.0
2.0,,,,,2.0,
5.0,,,,,5.0,
1.0,,,,,1.0,
6.0,1.0,,,,6.0,
,,,,,,
97.0,,,18.0,7.0,72.0,
137.0,13.0,7.0,3.0,4.0,110.0,
19.0,15.0,,,,4.0,
74.0,,,1.0,31.0,43.0,
9.0,,,,,8.0,
7.0,1.0,,1.0,,5.0,
3.0,,,1.0,,2.0,
,,,,,,
61.0,,,,2.0,50.0,9.0
,,,,,,
,,,,,,
,,,,,,
26.0,,,2.0,,24.0,
2.0,,,,,2.0,
38.0,,,,,38.0,
58.0,,,,,58.0,
50.0,,,,1.0,49.0,
1.0,,,,,1.0,
24.0,,,4.0,,20.0,
1.0,,,,,1.0,
187.0,,,,,187.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
8.0,,,,,8.0,
915.0,,15.0,62.0,380.0,81.0,378.0
,,,,,,
758.0,,,,,758.0,
10.0,,,,,10.0,
,,,,,,
993.0,59.0,30.0,49.0,,855.0,
20.0,,,,,20.0,
735.0,,,,,735.0,
25.0,,,,,25.0,
242.0,,,,,242.0,
,,,,,,
,,,,,,
48.0,,,,,48.0,
438.0,,,,,438.0,
18.0,,,,,18.0,
1.0,,,,,1.0,
1153.0,,,,,1153.0,
,,,,,,
,,,,,,
35.0,,5.0,2.0,28.0,,
87.0,,1.0,,86.0,,
29.0,,,,,27.0,2.0
14.0,,,,,14.0,
30.0,,,,,22.0,9.0
5.0,,,,,5.0,
158.0,,,,,158.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
4.0,,,,,2.0,2.0
2.0,,,,,2.0,
,,,,,,
31.0,,,,,31.0,
35.0,,,,,35.0,
155.0,,,,,155.0,
5892.0,,,,,5892.0,
1491.0,,,,,1491.0,
403.0,,,,,403.0,
15.0,,,,,15.0,
18.0,2.0,,,,15.0,
1.0,,,,,1.0,
359.0,55.0,12.0,23.0,,269.0,
,,,,,,
,,,,,,
41.0,,4.0,,,38.0,
1100.0,,,,,1100.0,
1.0,,,,,1.0,
185.0,,,,,185.0,
,,,,,,
198.0,,,,,198.0,
243.0,,,,,243.0,
,,,,,,
10.0,,,,,10.0,
103.0,,2.0,6.0,48.0,34.0,13.0
6.0,,,,,6.0,
31.0,,,,,31.0,
5.0,,,,,5.0,
,,,,,,
1.0,,,,,1.0,
8.0,,,,,8.0,
352.0,,,,,352.0,
,,,,,,
8.0,,,,,8.0,
49.0,,1.0,,,48.0,
2.0,2.0,,,,,
3723.0,214.0,68.0,,147.0,2794.0,500.0
2075.0,,,,,1313.0,
,,,,,,
6798.0,,,,6458.0,340.0,
142.0,,25.0,25.0,72.0,20.0,
25.0,,,,,25.0,
592.0,,,,,592.0,
376.0,,,,,376.0,
409.0,,,,,409.0,
,,,,,,
48.0,,,,,48.0,
194.0,,,,,194.0,
,,,,,,
2.0,,,,,2.0,
15.0,,,,,15.0,
-2.0,,,,,,
11.0,,,,,,11.0
1.0,,,,,1.0,
43.0,,,7.0,,36.0,
4.0,,,,,4.0,
3.0,,1.0,1.0,1.0,1.0,
1.0,,,,,1.0,
,,,,,,
620.0,,,64.0,,546.0,10.0
1.0,,,,,1.0,
133.0,,,,,133.0,
810.0,,,18.0,,787.0,5.0
4.0,,,,,4.0,
,,,,,,
6.0,,,,,6.0,
,,,,,,
5.0,,,,,5.0,
2281.0,,,,450.0,1531.0,300.0
13.0,,,,,13.0,
,,,,,,
,,,,,,
8.0,,,,,8.0,
8.0,,,,,8.0,1.0
8.0,,,,,8.0,
132.0,,,24.0,,112.0,
-2.0,,,,,,
2.0,,,,,2.0,
,,,,,,
,,,,,,
14.0,,,,,1.0,12.0
22.0,,,1.0,,21.0,
14.0,,,,,,14.0
,,,,,,
,,,,,,
,,,,,,
66.0,,,,,48.0,18.0
,,,,,,
,,,,,,
129.0,,,,,,129.0
5.0,,,,,5.0,
2.0,,,,,2.0,
9.0,,,,,9.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
868.0,9.0,,17.0,,744.0,98.0
707.0,,,83.0,,626.0,
180.0,,,6.0,,147.0,28.0
315.0,76.0,,15.0,,207.0,16.0
237.0,110.0,2.0,7.0,,108.0,11.0
,,,,,,
9.0,,,,,8.0,
,,,,,,
2.0,,,,,2.0,
37.0,,,,,22.0,15.0
110.0,,8.0,6.0,,97.0,
309.0,,8.0,22.0,,279.0,
,,,,,,
30.0,,,2.0,,28.0,
20.0,,,,20.0,,
,,,,,,
,,,,,,
53.0,13.0,,3.0,,37.0,
37.0,,,,,37.0,
44.0,,,2.0,,41.0,
,,,,,,
1.0,,,,,1.0,
30.0,,,1.0,,29.0,
68.0,,,,,68.0,
23.0,,,,,22.0,
458.0,56.0,,,,403.0,
5.0,,,,,5.0,
21.0,,,,,21.0,
207.0,,11.0,20.0,,178.0,
,,,,,,
12.0,,,,,12.0,
2613.0,,61.0,179.0,3.0,2334.0,37.0
,,,,,,
14.0,1.0,,,12.0,,
,,,,,,
585.0,,,,,560.0,25.0
2.0,,,,,2.0,
960.0,,,,320.0,640.0,
8.0,,,1.0,1.0,5.0,
26.0,,,,,28.0,
92.0,,,13.0,,79.0,
2.0,,,,,2.0,
29.0,,,,,29.0,
1.0,,,,,1.0,
105.0,,,,,105.0,
,,,,,,
1.0,,,,,1.0,
50.0,,,,,51.0,
30.0,,,,,30.0,
,,,,,,
41.0,,,,,,41.0
-37.0,,,,,,
32.0,,,1.0,,31.0,
,,,,,,
6.0,,,,3.0,4.0,
61.0,46.0,1.0,,,13.0,
82.0,,,1.0,,80.0,
1.0,,,,,1.0,
45.0,,,,,45.0,
454.0,,,,,454.0,
1115.0,260.0,18.0,83.0,31.0,723.0,
24.0,,,,,24.0,
18.0,,,,,18.0,
62.0,,,,,62.0,
3.0,,,,,3.0,
28.0,,,,,28.0,
5.0,,,,,5.0,
21.0,,,,,21.0,
40.0,,,,,40.0,
66.0,52.0,2.0,1.0,,12.0,
2.0,,,,,2.0,
50.0,,,,,29.0,21.0
4.0,,,,,4.0,
286.0,,,8.0,4.0,275.0,
,,,,,,
82.0,1.0,,,79.0,2.0,
,,,,,,
14.0,1.0,,,13.0,,
52.0,,,,,33.0,19.0
2.0,,,,,2.0,
46.0,,,,15.0,19.0,12.0
,,,,,,
9.0,,,,,9.0,
14.0,,,,,14.0,
7.0,,,,,7.0,
38.0,,,,,36.0,2.0
1.0,,,,,1.0,
51.0,,,,,16.0,34.0
3.0,,,,,3.0,
7.0,,,,,7.0,
,,,,,,
45.0,,,,,41.0,3.0
,,,,,,
1.0,1.0,,,,,
,,,,,,
3958.0,816.0,,,91.0,2574.0,476.0
674.0,2.0,,25.0,,647.0,
4.0,2.0,,,,2.0,
6.0,2.0,,,,,4.0
246.0,234.0,1.0,1.0,4.0,6.0,
11.0,,,,,11.0,
3.0,3.0,,,,,
,,,,,,
10.0,,,,,10.0,
72.0,,,1.0,,71.0,
91.0,,4.0,2.0,,85.0,
39.0,,,,,39.0,
6.0,,,,,6.0,
188.0,,,3.0,,185.0,
320.0,206.0,5.0,2.0,80.0,13.0,14.0
,,,,,,
22.0,,,,,21.0,
1.0,,,,,1.0,
22.0,,,,,22.0,
2.0,,,,,2.0,
,,,,,,
8.0,5.0,,,3.0,,
29.0,17.0,1.0,,,11.0,
50.0,,,,,50.0,
14.0,,,,,14.0,
33.0,10.0,,,,23.0,
1.0,,,,,1.0,
186.0,,,5.0,20.0,161.0,
471.0,18.0,22.0,15.0,87.0,329.0,
1.0,,,,,1.0,
168.0,,,3.0,112.0,54.0,
120.0,100.0,,,,20.0,1.0
19.0,7.0,1.0,,,10.0,
21.0,,,,17.0,4.0,
,,,,,,
447.0,,,,,447.0,
1391.0,,,,1391.0,,
,,,,,,
1.0,,,,,1.0,
-2.0,,,,,2.0,
194.0,,,2.0,,192.0,
11.0,,,,,11.0,
172.0,,,,,172.0,
254.0,,,,,254.0,
132.0,,,,,132.0,
14.0,,,,,14.0,
294.0,,,,,294.0,
4.0,,,,,4.0,
1.0,,,,,1.0,
2.0,,,,,2.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
5.0,,,2.0,,3.0,
23.0,4.0,,2.0,,18.0,
,,,,,,
72.0,,,,,26.0,46.0
32.0,,,2.0,,28.0,2.0
2.0,,,,,2.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
11.0,,,,9.0,2.0,
5.0,,,,,4.0,2.0
,,,,,,
,,,,,,
2.0,,,,,2.0,
1.0,,,,,1.0,
27.0,,,,,19.0,8.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,1.0
,,,,,,
,,,,,,
2.0,,,,,,2.0
,,,,,,
8.0,,,,,6.0,2.0
,,,,,,
2.0,,,,,2.0,1.0
32.0,,,1.0,,26.0,5.0
26.0,,,2.0,,24.0,
,,,,,,
7.0,,,,,4.0,3.0
13.0,11.0,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,2.0,
5.0,,,1.0,,5.0,
,,,,,,
18.0,,,2.0,,16.0,
4.0,,,,4.0,,
,,,,,,
4.0,,,1.0,,3.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
9.0,,,,,4.0,5.0
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
12.0,,,,,10.0,2.0
2.0,,,,,2.0,1.0
,,,,,,
112.0,7.0,5.0,29.0,7.0,37.0,26.0
,,,,,,
30.0,,,,,22.0,8.0
120.0,38.0,,2.0,78.0,2.0,
,,,,,,
,,,,,,
2.0,,,,,2.0,
,,,,,,
5.0,,,,,5.0,
6.0,,,,,6.0,
29.0,,,,,19.0,10.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
6.0,,,,,6.0,
15.0,,,,,15.0,
130.0,,,,,,130.0
2.0,,,,,2.0,
22.0,,,1.0,,21.0,
,,,,,,
12.0,,,,,12.0,
662.0,605.0,44.0,,,13.0,
160.0,,,9.0,73.0,78.0,
,,,,,,
42.0,,,,,42.0,
531.0,,,,,531.0,
1903.0,750.0,70.0,50.0,269.0,762.0,3.0
31.0,,,,,31.0,
,,,,,,
97.0,,,,,97.0,
1.0,,,,,1.0,
24.0,,,,,23.0,
5.0,,,,,5.0,
70.0,,,,,70.0,
110.0,,,,,110.0,
316.0,302.0,8.0,2.0,,4.0,
2.0,,,,,2.0,
48.0,,,,,27.0,21.0
21.0,,,,,21.0,
254.0,,,13.0,,241.0,
,,,,,,
312.0,15.0,,,292.0,4.0,
,,,,,,
17.0,,,,17.0,,
37.0,,,,,21.0,16.0
2.0,,,,,2.0,
38.0,,,,,18.0,21.0
,,,,,,
,,,,,,
9.0,,,,,9.0,
1.0,,,,,1.0,
229.0,,,,,22.0,207.0
1.0,,,,,1.0,
251.0,,,,,79.0,159.0
25.0,,,,,,25.0
5.0,,,,,5.0,
,,,,,,
25.0,,,,,25.0,
,,,,,,
12.0,,,,,,12.0
3353.0,54.0,,,,3266.0,33.0
736.0,61.0,,63.0,,611.0,
1.0,,,,,4.0,
12.0,,,,,,11.0
54.0,22.0,,,,10.0,21.0
8.0,,,,,8.0,
,,,,,,
,,,,,,
7.0,,,,,7.0,
48.0,,,1.0,,47.0,
136.0,,6.0,3.0,,128.0,
76.0,,,4.0,,72.0,
11.0,,,,,11.0,
552.0,,,3.0,,550.0,
1426.0,1220.0,70.0,43.0,78.0,15.0,
,,,,,,
22.0,,,,,21.0,
1.0,,,,,1.0,
107.0,16.0,,,,91.0,
2.0,,,,,2.0,
,,,,,,
197.0,175.0,1.0,,20.0,,1.0
36.0,20.0,3.0,1.0,,12.0,
86.0,,,,,86.0,
6.0,,,,,6.0,
95.0,50.0,,,,45.0,
1.0,,,,,1.0,
258.0,,,12.0,50.0,196.0,
1055.0,35.0,46.0,75.0,,572.0,327.0
1.0,1.0,,,,,
53.0,,,3.0,,49.0,
59.0,1.0,,,,57.0,1.0
119.0,1.0,6.0,3.0,,110.0,
23.0,,,,21.0,1.0,
,,,,,,
418.0,,,,24.0,368.0,26.0
2326.0,140.0,,6.0,2180.0,,
,,,,,,
2.0,,,,,2.0,
4.0,,,,,4.0,
228.0,,,9.0,,220.0,
13.0,,,,,13.0,
235.0,,,,,235.0,
354.0,,,,,354.0,
178.0,,,,19.0,159.0,
18.0,,,,,18.0,
199.0,,,,,199.0,
6.0,,,,,6.0,
24.0,,,,,24.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
7.0,,,,,7.0,
604.0,,28.0,11.0,254.0,45.0,267.0
,,,,,,
52.0,,,5.0,,47.0,
,,,,,,
1.0,,,,,1.0,
22.0,,,,,22.0,
538.0,,,11.0,,527.0,
,,,,,,
,,,,,,
3.0,,,,,3.0,
,,,,,,
36.0,,,,,36.0,
34.0,,,,,34.0,
3.0,,,,,3.0,
,,,,,,
3.0,,,,,2.0,
2.0,,,,,2.0,
17.0,,,,,17.0,
4.0,,,,,4.0,
177.0,,,29.0,,148.0,
,,,,,,
2.0,,,,,3.0,
15.0,,3.0,,12.0,,
,,,,,,
7.0,,,,,7.0,
,,,,,,
12.0,,,,,11.0,1.0
3.0,,,,,3.0,
109.0,,,,,109.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
110.0,,,,,73.0,37.0
5.0,,,,,,5.0
43.0,,,,,43.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
247.0,,,11.0,,238.0,
297.0,,,19.0,,284.0,
41.0,,5.0,,,37.0,
154.0,5.0,,22.0,,119.0,7.0
418.0,18.0,4.0,25.0,,365.0,7.0
3.0,,,,,3.0,
650.0,15.0,21.0,102.0,,417.0,95.0
,,,,,,
12.0,,,,,12.0,
12.0,,,,,12.0,
27.0,,3.0,,,23.0,
359.0,,,29.0,,330.0,
1.0,,,,,1.0,
58.0,,,4.0,,54.0,
47.0,,,,2.0,,45.0
7.0,,,,7.0,,
,,,,,,
37.0,,,6.0,,31.0,
81.0,,,,,81.0,
5.0,,,,,5.0,
2.0,,,,,,2.0
2.0,,,,,1.0,
9.0,,,,,9.0,
35.0,,,,,35.0,
4.0,,,,,4.0,
205.0,,,,,205.0,
1.0,,,,,1.0,
11.0,,,,,11.0,
87.0,,1.0,8.0,,78.0,
,,,,,,
2.0,,,,,2.0,
1109.0,,6.0,18.0,1.0,1022.0,63.0
,,,,,,
,,,,,,
172.0,,4.0,18.0,,150.0,
271.0,,,,,238.0,33.0
890.0,,,,890.0,,
,,,,,,
4.0,,,,,4.0,
171.0,,,16.0,,155.0,
45.0,,,,,45.0,
83.0,,,,,83.0,
13.0,,,,,13.0,
65.0,,,,,65.0,
17.0,,,,,17.0,
5.0,,,,,5.0,
1.0,,,,,1.0,
15.0,,,,,15.0,
,,,,,,
3.0,,,,,3.0,
3.0,3.0,,,,,
,,,,,,
8.0,,,,,8.0,
1969.0,774.0,29.0,89.0,,1072.0,5.0
4.0,,,,,4.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
3.0,,,,,2.0,
,,,,,,
1.0,,,,,1.0,
6.0,,,,,6.0,
10.0,,,,,10.0,
78.0,,,4.0,,74.0,
,,,,,,
225.0,131.0,8.0,,87.0,,
9.0,2.0,,,7.0,,
3.0,,,,,,3.0
9.0,,,,,9.0,
8.0,,,,,8.0,
50.0,,,,,42.0,8.0
,,,,,,
,,,,,,
4.0,,,,,4.0,
27.0,,,,,27.0,
835.0,387.0,,,,448.0,
1208.0,415.0,,37.0,,756.0,
49.0,48.0,,1.0,,,
175.0,107.0,1.0,4.0,,64.0,
4.0,,,,,4.0,
,,,,,,
,,,,,,
6.0,,,,,6.0,
20.0,,,,,14.0,6.0
313.0,,,21.0,,292.0,
2.0,,,,,2.0,
130.0,74.0,8.0,2.0,,46.0,
,,,,,,
,,,,,,
2.0,2.0,,,,,
10.0,1.0,,,,9.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
2.0,1.0,,,,2.0,
,,,,,,
131.0,87.0,,2.0,,42.0,
1161.0,742.0,35.0,83.0,7.0,295.0,
171.0,,,18.0,,153.0,
64.0,,2.0,5.0,,57.0,
,,,,,,
,,,,,,
1.0,1.0,,,,,
248.0,,,,,146.0,102.0
1.0,,,,,1.0,
4.0,,,,,4.0,
356.0,,,,,356.0,
47.0,,,,,47.0,
36.0,,,,,36.0,
9.0,,,,,9.0,
21.0,,,,,21.0,
173.0,,,,,173.0,
,,,,,,
,,,,,,
27.0,,,,,27.0,
,,,,,,
,,,,,,
,,,,,,
288.0,,23.0,20.0,84.0,160.0,
,,,,,,
1.0,,,,,1.0,
56.0,,,,,56.0,
123.0,,1.0,4.0,,119.0,
1.0,,,,,1.0,
20.0,,,,,20.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
482.0,,9.0,57.0,,416.0,
20.0,,,2.0,,18.0,
1.0,,,,,1.0,
,,,,,,
103.0,,,12.0,,91.0,
,,,,,,
,,,,,,
65.0,,11.0,,53.0,,1.0
4.0,,,,,4.0,
75.0,,6.0,7.0,,61.0,
1.0,,,,,1.0,
6.0,,,,,6.0,1.0
33.0,,,,,33.0,
,,,,,,
,,,,,,
,,,,,,
430.0,22.0,,65.0,,344.0,
287.0,7.0,,15.0,,265.0,
88.0,,,9.0,,79.0,
60.0,,2.0,6.0,,51.0,
250.0,13.0,,13.0,,225.0,
287.0,28.0,9.0,39.0,,211.0,
1.0,,,,,1.0,
617.0,12.0,12.0,69.0,5.0,520.0,
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,3.0,
22.0,,,2.0,,20.0,
,,,,,,
10.0,,,,10.0,,
,,,,,,
94.0,5.0,,14.0,,75.0,
,,,,,,
23.0,1.0,3.0,2.0,,17.0,
60.0,,,,,60.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
53.0,,3.0,8.0,,42.0,
28.0,,1.0,4.0,,23.0,
,,,,,,
159.0,,7.0,13.0,,139.0,
807.0,16.0,13.0,94.0,,684.0,
133.0,,,,,133.0,
390.0,,,,390.0,,
39.0,,1.0,4.0,,34.0,
,,,,,,
,,,,,,
43.0,,,,,43.0,
98.0,,,,,98.0,
1.0,,,,,1.0,
5.0,,,,,5.0,
6.0,,,,,6.0,
2.0,,,,,2.0,
,,,,,,
33.0,,,,,33.0,
3.0,,,,,3.0,
14.0,,,,,,14.0
8.0,,,,,8.0,
16.0,,,,,15.0,
,,,,,,
9.0,,,,3.0,6.0,
121.0,80.0,14.0,1.0,,25.0,
89.0,,,6.0,,82.0,
7.0,,,,,7.0,
55.0,,,,,55.0,
1496.0,,,,,1496.0,
3302.0,1350.0,188.0,41.0,40.0,992.0,692.0
62.0,,,,,62.0,
11.0,,,,,11.0,
31.0,,,,,31.0,
,,,,,,
29.0,,,,,29.0,
7.0,,,,,7.0,
2.0,,,,,2.0,
45.0,,,1.0,,43.0,
210.0,185.0,13.0,5.0,2.0,5.0,
,,,,,,
146.0,,,,,73.0,74.0
27.0,,,,,27.0,
202.0,,,6.0,10.0,185.0,
,,,,,,
1075.0,55.0,3.0,23.0,993.0,1.0,
2.0,,,,,,2.0
78.0,,,1.0,77.0,,
154.0,,,,,41.0,113.0
3.0,1.0,,,,2.0,
9.0,,,,,2.0,7.0
,,,,,,
1.0,,,,,1.0,
4.0,,,,,4.0,
2.0,,,,,,2.0
222.0,,,,,161.0,61.0
,,,,,,
25.0,,,,,19.0,9.0
1.0,,,,,,1.0
14.0,,,,,14.0,
,,,,,,
45.0,,,,,44.0,1.0
,,,,,,
,,,,,,
2321.0,75.0,,87.0,,2089.0,69.0
568.0,1.0,,15.0,9.0,543.0,
16.0,8.0,,,,7.0,
3.0,,,,3.0,,
523.0,420.0,17.0,47.0,38.0,,
9.0,,,,,9.0,
1.0,,,,,,
,,,,,,
1.0,,,,,1.0,
21.0,,,,,20.0,
140.0,,12.0,3.0,,125.0,
90.0,,,1.0,,90.0,
8.0,,,,,8.0,
169.0,,,,,169.0,
1039.0,524.0,105.0,10.0,393.0,2.0,5.0
,,,,,,
14.0,,,,,14.0,
,,,,,,
22.0,,,,,22.0,
3.0,,,,,3.0,
,,,,,,
1.0,,,,2.0,1.0,1.0
22.0,1.0,8.0,2.0,,12.0,
32.0,,,,,32.0,
6.0,,,,,6.0,
44.0,15.0,,,,29.0,
1.0,,,,,1.0,
141.0,,,6.0,,135.0,
878.0,,61.0,4.0,5.0,808.0,
,,,,,,
136.0,,,2.0,72.0,63.0,
58.0,6.0,,,,51.0,
160.0,6.0,8.0,7.0,,129.0,10.0
48.0,,,1.0,38.0,9.0,
,,,,,,
385.0,,,,7.0,378.0,
3865.0,,,,3865.0,,
,,,,,,
1.0,,,,1.0,,
2.0,,,,,2.0,
142.0,,,2.0,,140.0,
4.0,,,,,4.0,
87.0,,,,,87.0,
441.0,,,,,441.0,
204.0,,,,,204.0,
44.0,,,,,43.0,
160.0,,,,62.0,98.0,
2.0,,,,,2.0,
74.0,,,,,75.0,
8.0,,,,2.0,6.0,
358.0,,,,,,358.0
12.0,,,,,12.0,
782.0,,,110.0,,671.0,
86.0,,,,,86.0,
97.0,,2.0,2.0,53.0,39.0,
1.0,,,,,1.0,
1174.0,,,162.0,,1012.0,
11.0,,,,,11.0,
2040.0,,,,,2040.0,
1882.0,1130.0,,,20.0,733.0,
686.0,,,,,686.0,
13.0,,,,,13.0,
20.0,,,,,20.0,
142.0,,,,,142.0,
